"spkid","pha","H","e","a","q","i","moid","class","om","ad","per_y","epoch"
54216327,N,26.73,0.5394,1.782,0.821,2.76,0.0138,APO,244.98,2.74,2.38,2459523.5
54216328,N,26.57,0.5554,1.668,0.741,32.97,0.0372,APO,224.55,2.59,2.15,2459523.5
54216329,N,24.52,0.0317,1.138,1.102,26.27,0.121,AMO,41.71,1.17,1.21,2459525.5
54216330,N,26.70,0.6238,2.702,1.017,5.15,0.0298,APO,231.66,4.39,4.44,2460200.5
54216331,N,22.45,0.5865,3.102,1.283,17.78,0.299,AMO,237.60,4.92,5.46,2460200.5
54216332,N,26.23,0.5170,1.786,0.863,1.79,0.0144,APO,5.06,2.71,2.39,2459525.5
54216333,N,26.86,0.4503,1.841,1.012,4.06,0.0174,APO,31.24,2.67,2.5,2459521.5
54216334,N,24.62,0.2350,1.344,1.028,8.42,0.0649,AMO,235.27,1.66,1.56,2460200.5
54216335,N,30.46,0.4610,1.069,0.576,4.08,0.000174,APO,224.98,1.56,1.11,2460200.5
54216336,N,28.48,0.2535,1.282,0.957,7.07,0.000777,APO,45.43,1.61,1.45,2460200.5
54216338,N,29.86,0.5392,1.877,0.865,5.71,0.00133,APO,225.32,2.89,2.57,2460200.5
54216339,N,30.59,0.3634,0.8194,0.522,0.58,0.000703,ATE,221.55,1.12,0.742,2460200.5
54216340,N,24.77,0.7797,2.338,0.515,3.05,0.0229,APO,242.95,4.16,3.57,2460200.5
54216341,N,28.42,0.6738,2.502,0.816,1.05,0.00102,APO,44.96,4.19,3.96,2459526.5
54216343,N,26.17,0.4607,0.7468,0.403,4.33,0.0201,ATE,46.18,1.09,0.645,2459526.5
54216342,N,18.04,0.4138,0.534,0.313,18.06,0.282,IEO,129.04,0.75,0.39,2460200.5
54216368,N,25.96,0.6941,2.823,0.864,8.42,0.0107,APO,47.08,4.78,4.74,2460200.5
54216369,N,25.32,0.1184,1.126,0.992,19.14,0.0166,APO,225.09,1.26,1.19,2460200.5
54216370,N,27.84,0.5772,2.218,0.938,1.88,0.00739,APO,22.07,3.50,3.3,2459523.5
54216371,N,23.58,0.7040,1.206,0.357,9.24,0.0168,APO,229.98,2.06,1.33,2460200.5
54216372,Y,21.86,0.5998,2.005,0.802,4.56,0.0157,APO,262.63,3.21,2.84,2460200.5
54216373,N,25.68,0.1758,1.237,1.020,18.90,0.0346,AMO,223.07,1.45,1.38,2460200.5
54216375,N,24.90,0.4506,2.026,1.113,4.44,0.121,AMO,41.88,2.94,2.88,2460200.5
54216374,Y,21.56,0.6190,2.551,0.972,39.07,0.0209,APO,203.97,4.13,4.08,2459522.5
54216376,N,26.88,0.3675,0.8855,0.560,2.36,0.0136,ATE,240.21,1.21,0.833,2460200.5
54216377,N,23.49,0.3526,1.192,0.771,10.17,0.0859,APO,233.67,1.61,1.3,2459522.5
54216378,N,24.00,0.2650,1.216,0.894,22.95,0.108,APO,36.18,1.54,1.34,2459524.5
54216381,N,25.97,0.6073,2.278,0.894,3.80,0.0128,APO,45.91,3.66,3.44,2459527.5
54216379,N,24.03,0.5827,2.566,1.071,3.80,0.0811,AMO,239.42,4.06,4.11,2460200.5
54216383,N,23.22,0.3552,1.64,1.057,37.39,0.111,AMO,52.95,2.22,2.1,2459530.5
54216380,N,23.22,0.4358,1.662,0.938,19.17,0.00994,APO,230.71,2.39,2.14,2459528.5
54216382,N,24.99,0.1605,1.066,0.895,5.40,0.0249,APO,238.42,1.24,1.1,2460200.5
54216384,N,26.21,0.4658,1.697,0.906,1.56,0.0127,APO,267.54,2.49,2.21,2459524.5
54216385,N,26.31,0.4031,1.762,1.052,4.94,0.0625,AMO,54.72,2.47,2.34,2460200.5
54217192,N,21.35,0.4298,2.236,1.275,26.50,0.324,AMO,51.89,3.20,3.34,2460200.5
54217194,N,25.25,0.5307,1.911,0.897,1.63,0.0116,APO,93.31,2.92,2.64,2459527.5
54217193,N,22.76,0.5742,2.37,1.009,18.45,0.131,APO,53.39,3.73,3.65,2460200.5
54217195,N,26.48,0.4057,1.546,0.919,0.67,0.00342,APO,258.59,2.17,1.92,2460200.5
54217196,N,27.76,0.4300,1.488,0.848,5.88,0.00478,APO,222.43,2.13,1.82,2459526.5
54217190,N,27.12,0.6986,2.237,0.674,3.25,0.00385,APO,46.63,3.80,3.35,2459528.5
54217191,N,28.41,0.6684,2.318,0.769,2.69,9.58e-05,APO,228.11,3.87,3.53,2460200.5
54217197,N,27.06,0.6150,2.311,0.890,3.69,0.00383,APO,47.73,3.73,3.51,2460200.5
54217198,N,27.84,0.2263,1.231,0.952,3.87,0.0126,APO,230.16,1.51,1.37,2460200.5
54217199,N,26.43,0.4038,0.8869,0.529,16.58,0.00189,ATE,50.38,1.25,0.835,2460200.5
54217947,N,23.93,0.1813,1.146,0.938,6.77,0.047,APO,237.70,1.35,1.23,2460200.5
54217948,N,25.24,0.4060,1.291,0.767,9.20,0.0113,APO,44.90,1.81,1.47,2459526.5
54217949,N,25.88,0.1315,1.12,0.972,5.95,0.0369,APO,53.93,1.27,1.18,2460200.5
54217950,N,27.66,0.3451,1.481,0.970,10.56,0.0174,APO,45.37,1.99,1.8,2460200.5
54217951,N,24.74,0.5544,2.081,0.927,29.86,0.0399,APO,222.00,3.23,3,2459526.5
54217952,N,20.63,0.5866,2.138,0.884,8.27,0.0577,APO,128.83,3.39,3.13,2460200.5
54217953,N,28.60,0.4117,1.301,0.765,4.52,0.00589,APO,46.91,1.84,1.48,2460200.5
54217954,N,23.62,0.5890,2.451,1.007,10.23,0.0853,APO,61.41,3.90,3.84,2460200.5
54217955,N,23.58,0.5495,2.03,0.915,4.54,0.0223,APO,161.60,3.15,2.89,2459527.5
54217956,N,24.24,0.1962,1.379,1.108,18.08,0.167,AMO,48.98,1.65,1.62,2459529.5
54217957,N,24.32,0.1578,1.145,0.964,23.75,0.0512,APO,222.78,1.33,1.23,2459526.5
54217958,N,26.99,0.6781,2.542,0.818,1.27,0.00105,APO,226.52,4.27,4.05,2460200.5
54217959,N,26.37,0.2521,0.9206,0.688,9.84,0.00866,ATE,52.53,1.15,0.883,2460200.5
54217960,N,27.50,0.3580,1.565,1.005,8.63,0.0182,APO,46.20,2.13,1.96,2460200.5
54217961,N,27.32,0.4186,1.707,0.992,5.41,0.0348,APO,51.61,2.42,2.23,2460200.5
54217962,N,26.62,0.1430,0.9269,0.794,3.42,0.0196,ATE,53.47,1.06,0.892,2460200.5
54217963,N,28.85,0.3610,1.572,1.005,0.07,0.0134,APO,102.34,2.14,1.97,2460200.5
54217964,Y,21.11,0.3447,1.045,0.685,19.81,0.0285,APO,77.65,1.41,1.07,2460200.5
54217965,N,21.62,0.4826,1.03,0.533,10.28,0.159,APO,16.56,1.53,1.05,2460200.5
54217967,N,25.67,0.6559,2.704,0.930,2.11,0.0153,APO,25.70,4.48,4.45,2459526.5
54217968,N,26.60,0.5772,2.313,0.978,5.39,0.0101,APO,234.90,3.65,3.52,2460200.5
54217969,Y,21.00,0.5140,1.863,0.906,11.91,0.0367,APO,129.44,2.82,2.54,2460200.5
54217970,N,24.29,0.2180,1.095,0.856,6.10,0.019,APO,73.23,1.33,1.15,2460200.5
54217971,N,25.20,0.5826,2.572,1.073,1.54,0.0898,AMO,124.51,4.07,4.12,2460200.5
54217972,N,28.97,0.5759,1.44,0.611,2.14,0.00173,APO,51.31,2.27,1.73,2459528.5
54217973,N,25.13,0.3689,0.7618,0.481,10.76,0.0531,ATE,55.18,1.04,0.665,2460200.5
54217974,N,24.83,0.1698,1.249,1.037,19.08,0.128,AMO,227.38,1.46,1.4,2459526.5
54217975,N,23.76,0.4292,1.307,0.746,35.42,0.0107,APO,41.53,1.87,1.49,2459528.5
54217977,N,28.30,0.7135,2.543,0.729,10.11,0.000494,APO,49.47,4.36,4.06,2460200.5
54217979,N,21.64,0.6804,2.444,0.781,5.05,0.0755,APO,320.72,4.11,3.82,2460200.5
54217981,N,21.10,0.3823,1.735,1.071,12.98,0.129,AMO,241.55,2.40,2.28,2460200.5
54217982,N,19.07,0.3975,1.842,1.110,38.01,0.265,AMO,38.61,2.57,2.5,2460200.5
54217983,N,21.80,0.4381,1.215,0.683,11.45,0.19,APO,258.60,1.75,1.34,2460200.5
54217984,N,20.19,0.6396,3.244,1.169,25.58,0.352,AMO,244.55,5.32,5.84,2460200.5
54217985,N,25.18,0.4662,1.977,1.055,2.40,0.0791,AMO,139.31,2.90,2.78,2460200.5
54217986,N,23.92,0.3188,1.667,1.135,3.02,0.152,AMO,184.87,2.20,2.15,2460200.5
54217987,N,24.67,0.2388,1.121,0.853,2.20,0.037,APO,150.13,1.39,1.19,2460200.5
54217988,N,29.38,0.4139,1.224,0.717,5.99,0.00133,APO,49.99,1.73,1.35,2460200.5
54218571,N,24.28,0.2848,1.656,1.184,24.66,0.199,AMO,48.14,2.13,2.13,2459528.5
54218573,N,24.45,0.3797,1.667,1.034,19.06,0.134,AMO,52.10,2.30,2.15,2459529.5
54218574,N,25.94,0.3969,1.602,0.966,0.47,0.00704,APO,115.00,2.24,2.03,2459535.5
54218575,N,30.38,0.3803,1.223,0.758,4.82,0.000167,APO,226.95,1.69,1.35,2460200.5
54218576,N,26.01,0.4537,1.649,0.901,9.52,0.00673,APO,222.58,2.40,2.12,2459527.5
54218577,N,23.26,0.4117,1.438,0.846,1.79,0.0156,APO,351.26,2.03,1.72,2460200.5
54218578,N,25.16,0.5083,1.874,0.921,6.75,0.0548,APO,64.33,2.83,2.56,2459528.5
54218580,N,26.92,0.6479,2.832,0.997,3.45,0.01,APO,53.10,4.67,4.77,2460200.5
54218582,N,27.08,0.2826,1.261,0.905,0.78,0.00679,APO,73.90,1.62,1.42,2460200.5
54218583,N,26.29,0.2528,0.8581,0.641,2.20,0.00414,ATE,64.43,1.08,0.795,2460200.5
54218584,N,25.46,0.2078,0.929,0.736,26.59,0.0475,ATE,225.75,1.12,0.895,2460200.5
54218585,N,26.62,0.4211,1.657,0.959,20.06,0.0135,APO,50.03,2.35,2.13,2460200.5
54218586,N,24.78,0.0922,1.152,1.046,17.30,0.0981,AMO,222.99,1.26,1.24,2459530.5
54218587,N,26.22,0.2059,1.135,0.901,22.89,0.0414,APO,50.87,1.37,1.21,2459530.5
54218588,N,28.16,0.1714,1.128,0.935,1.92,0.00352,APO,216.06,1.32,1.2,2460200.5
54218589,N,26.65,0.2154,1.085,0.851,3.46,0.000113,APO,237.49,1.32,1.13,2460200.5
54218590,N,21.53,0.4595,2.126,1.149,5.24,0.158,AMO,18.74,3.10,3.1,2460200.5
54218591,N,27.06,0.2501,1.298,0.974,10.81,0.0166,APO,54.79,1.62,1.48,2460200.5
54219280,N,21.42,0.4526,1.728,0.946,31.53,0.133,APO,35.94,2.51,2.27,2459532.5
54219282,N,26.04,0.4791,1.367,0.712,10.98,0.00248,APO,234.07,2.02,1.6,2460200.5
54219283,N,28.13,0.4835,1.795,0.927,9.56,0.00161,APO,228.18,2.66,2.41,2460200.5
54219284,N,26.11,0.0380,1.107,1.065,5.54,0.0822,AMO,200.95,1.15,1.16,2459529.5
54219285,N,27.91,0.3622,1.382,0.882,1.82,0.00495,APO,229.14,1.88,1.63,2460200.5
54219286,N,27.16,0.4305,1.212,0.690,9.92,0.000719,APO,44.66,1.73,1.33,2460200.5
54219287,N,23.37,0.6375,1.871,0.678,6.26,0.0328,APO,212.54,3.06,2.56,2460200.5
54219289,N,25.56,0.5781,2.504,1.056,2.11,0.0774,AMO,143.15,3.95,3.96,2460200.5
54219290,N,23.39,0.3990,1.324,0.796,25.16,0.0108,APO,227.44,1.85,1.52,2460200.5
54219291,N,26.07,0.2886,1.493,1.062,12.12,0.0854,AMO,220.75,1.92,1.82,2460200.5
54219292,N,27.24,0.1338,1.191,1.032,1.60,0.0451,AMO,84.18,1.35,1.3,2460200.5
54219293,N,23.61,0.5267,2.515,1.190,5.70,0.22,AMO,103.55,3.84,3.99,2460200.5
54219294,N,21.12,0.3172,1.684,1.150,42.43,0.309,AMO,72.17,2.22,2.19,2460200.5
54219295,N,25.86,0.4023,1.411,0.844,5.71,0.00724,APO,62.46,1.98,1.68,2460200.5
54219296,Y,21.65,0.3237,1.424,0.963,9.09,0.00507,APO,315.77,1.88,1.7,2460200.5
54219297,N,25.86,0.6056,2.651,1.045,1.88,0.0563,AMO,76.85,4.26,4.32,2460200.5
54219298,N,24.19,0.6414,2.671,0.958,10.45,0.106,APO,65.85,4.38,4.37,2459528.5
54219299,N,24.78,0.2846,1.373,0.982,10.43,0.116,APO,51.14,1.76,1.61,2459529.5
54219300,N,21.86,0.3311,1.34,0.897,13.11,0.0904,APO,200.85,1.78,1.55,2460200.5
54219301,N,31.81,0.3542,1.278,0.826,1.30,0.000131,APO,47.65,1.73,1.45,2459527.5
54219302,N,18.63,0.4943,2.558,1.294,28.59,0.332,AMO,239.01,3.82,4.09,2460200.5
54219775,N,22.14,0.2205,1.668,1.300,36.26,0.388,AMO,232.50,2.04,2.15,2459526.5
54219303,N,28.73,0.3111,1.44,0.992,5.70,0.00208,APO,45.49,1.89,1.73,2459530.5
54219304,N,21.87,0.3509,1.928,1.252,30.46,0.467,AMO,57.31,2.61,2.68,2459530.5
54219789,N,25.49,0.4033,1.59,0.949,8.47,0.037,APO,56.92,2.23,2,2459531.5
54219790,N,26.20,0.1643,0.9367,0.783,2.50,0.00651,ATE,36.03,1.09,0.907,2460200.5
54219791,N,25.78,0.4515,1.983,1.087,9.46,0.0989,AMO,56.10,2.88,2.79,2459530.5
54219792,N,26.25,0.5789,2.41,1.015,2.45,0.0391,APO,197.55,3.81,3.74,2459529.5
54219793,N,22.59,0.2986,0.7778,0.546,4.25,0.0278,ATE,291.55,1.01,0.686,2460200.5
54219794,N,25.91,0.4803,1.919,0.997,3.40,0.0302,APO,249.62,2.84,2.66,2460200.5
54219795,N,24.10,0.5857,1.958,0.811,5.15,0.0147,APO,235.71,3.11,2.74,2460200.5
54219796,N,24.61,0.3543,0.7743,0.500,11.67,0.0313,ATE,60.48,1.05,0.681,2460200.5
54219999,N,24.19,0.5558,2.276,1.011,3.93,0.0584,APO,89.80,3.54,3.43,2460200.5
54219998,N,24.74,0.1791,1.234,1.013,25.80,0.0434,APO,57.73,1.46,1.37,2459531.5
54220000,N,24.67,0.5035,2.165,1.075,8.13,0.0883,AMO,71.10,3.25,3.18,2460200.5
54220001,N,24.14,0.1478,1.005,0.856,17.55,0.0681,APO,224.62,1.15,1.01,2460200.5
54220002,N,22.58,0.6170,2.645,1.013,7.50,0.0295,APO,338.34,4.28,4.3,2460200.5
54220003,N,26.33,0.5299,2.134,1.003,7.42,0.033,APO,57.50,3.26,3.12,2459530.5
54220004,N,26.41,0.3670,1.334,0.845,7.93,0.0311,APO,52.89,1.82,1.54,2459532.5
54220005,N,23.84,0.3666,1.802,1.141,5.05,0.157,AMO,86.28,2.46,2.42,2460200.5
54220006,N,24.02,0.4063,0.8122,0.482,14.05,0.0236,ATE,247.32,1.14,0.732,2460200.5
54220007,Y,21.24,0.5822,2.05,0.856,14.78,0.0464,APO,48.31,3.24,2.93,2460200.5
54220008,N,22.41,0.4538,1.895,1.035,6.24,0.0506,AMO,291.59,2.76,2.61,2460200.5
54220009,N,26.73,0.6107,2.5,0.973,0.65,0.00498,APO,68.68,4.03,3.95,2459533.5
54220010,N,26.78,0.4427,1.393,0.776,12.27,0.0271,APO,52.01,2.01,1.64,2459532.5
54220011,N,27.51,0.2773,1.35,0.976,3.55,0.00396,APO,34.01,1.72,1.57,2460200.5
54220854,N,25.13,0.6205,2.619,0.994,13.80,0.0258,APO,47.60,4.24,4.24,2459532.5
54220855,N,26.24,0.2955,1.276,0.899,12.63,0.0216,APO,230.67,1.65,1.44,2459533.5
54220856,N,27.41,0.5961,2.367,0.956,1.75,0.000853,APO,228.19,3.78,3.64,2460200.5
54220857,Y,21.50,0.3258,0.8863,0.598,4.49,0.0118,ATE,303.53,1.18,0.834,2459527.5
54220858,N,22.81,0.2533,1.286,0.961,27.30,0.121,APO,55.29,1.61,1.46,2460200.5
54220859,N,27.72,0.1284,1.086,0.947,3.92,0.00348,APO,39.04,1.23,1.13,2460200.5
54220860,N,25.93,0.2073,1.224,0.970,13.73,0.0198,APO,52.55,1.48,1.35,2460200.5
54220861,N,24.27,0.4311,0.9317,0.530,19.88,0.0358,ATE,51.76,1.33,0.899,2460200.5
54220862,N,24.93,0.6746,2.423,0.788,0.51,0.0078,APO,162.61,4.06,3.77,2459533.5
54221203,N,26.98,0.0929,1.104,1.001,9.45,0.0138,APO,47.86,1.21,1.16,2460200.5
54221204,N,26.82,0.2246,1.277,0.990,14.12,0.0341,APO,234.52,1.56,1.44,2459534.5
54221205,N,30.27,0.0547,1.012,0.956,1.94,0.00118,APO,234.16,1.07,1.02,2460200.5
54221206,N,25.95,0.4371,1.678,0.945,16.20,0.00671,APO,224.97,2.41,2.17,2460200.5
54221207,N,28.33,0.4056,1.44,0.856,1.07,0.00138,APO,241.79,2.02,1.73,2459534.5
54221465,N,22.92,0.5289,2.594,1.222,11.83,0.243,AMO,58.73,3.97,4.18,2460200.5
54221466,N,20.36,0.3911,1.649,1.004,9.17,0.0519,APO,206.31,2.29,2.12,2460200.5
54221467,N,25.83,0.2208,1.274,0.993,23.72,0.0719,APO,234.17,1.56,1.44,2459534.5
54221469,N,24.30,0.1592,1.138,0.957,17.96,0.0107,APO,240.61,1.32,1.21,2460200.5
54221470,N,23.64,0.3396,1.676,1.107,7.60,0.167,AMO,27.82,2.25,2.17,2460200.5
54221658,N,24.22,0.1912,1.353,1.094,17.33,0.102,AMO,40.28,1.61,1.57,2459532.5
54221660,N,23.53,0.4470,1.906,1.054,6.16,0.118,AMO,359.59,2.76,2.63,2459529.5
54222245,N,21.53,0.4010,1.813,1.086,10.68,0.0994,AMO,133.10,2.54,2.44,2460200.5
54222423,N,26.94,0.5492,2.023,0.912,0.74,0.00255,APO,52.42,3.13,2.88,2460200.5
54222424,Y,21.81,0.4955,2.033,1.026,3.53,0.0402,AMO,131.60,3.04,2.9,2460200.5
54222540,N,24.70,0.5018,1.985,0.989,6.35,0.0425,APO,68.09,2.98,2.8,2460200.5
54223980,N,23.61,0.4594,1.944,1.051,9.22,0.0697,AMO,249.46,2.84,2.71,2460200.5
54223981,N,21.68,0.3322,1.801,1.203,20.68,0.416,AMO,201.35,2.40,2.42,2460200.5
54225011,N,23.34,0.3919,2.048,1.245,7.16,0.26,AMO,257.36,2.85,2.93,2460200.5
54235675,N,20.37,0.5075,2.154,1.061,5.58,0.108,AMO,75.22,3.25,3.16,2460200.5
54221468,N,24.23,0.6043,2.088,0.826,9.13,0.0237,APO,60.12,3.35,3.02,2459538.5
54221659,N,22.65,0.5656,2.33,1.012,19.74,0.0256,APO,64.53,3.65,3.56,2459540.5
54222246,N,24.11,0.3992,1.683,1.011,8.91,0.0299,APO,69.86,2.35,2.18,2460200.5
54222425,Y,21.30,0.6567,2.396,0.823,9.10,0.0289,APO,311.12,3.97,3.71,2460200.5
54222426,N,25.39,0.4234,1.694,0.977,1.77,0.0126,APO,249.19,2.41,2.21,2459543.5
54222541,N,28.77,0.3269,0.7534,0.507,3.31,0.00327,ATE,241.35,1.00,0.654,2460200.5
54222542,N,25.20,0.7656,2.405,0.564,6.41,0.000491,APO,58.84,4.25,3.73,2460200.5
54222543,N,23.77,0.1539,1.022,0.865,24.45,0.1,APO,241.66,1.18,1.03,2460200.5
54222544,N,26.39,0.2401,1.297,0.986,8.27,0.0112,APO,58.75,1.61,1.48,2460200.5
54223844,N,22.33,0.5447,1.972,0.898,4.13,0.0329,APO,76.17,3.05,2.77,2460200.5
54223845,N,19.63,0.6761,2.04,0.661,28.61,0.14,APO,92.74,3.42,2.91,2460200.5
54223846,N,21.71,0.6416,1.386,0.497,8.98,0.0967,APO,86.37,2.28,1.63,2460200.5
54223982,N,20.92,0.2789,0.8376,0.604,12.48,0.0604,ATE,208.14,1.07,0.767,2460200.5
54223983,N,27.86,0.1566,1.105,0.932,3.81,0.00142,APO,58.19,1.28,1.16,2460200.5
54223984,N,24.91,0.5298,1.776,0.835,2.79,0.0195,APO,20.68,2.72,2.37,2459544.5
54223985,N,25.33,0.6125,2.516,0.975,1.26,0.0104,APO,226.66,4.06,3.99,2460200.5
54223987,N,25.09,0.6740,2.389,0.779,3.45,0.000709,APO,60.66,4.00,3.69,2460200.5
54223986,N,26.08,0.6704,2.402,0.792,2.46,0.00634,APO,248.23,4.01,3.72,2459545.5
54223988,N,25.88,0.3786,1.674,1.040,0.68,0.0545,AMO,264.74,2.31,2.17,2460200.5
54223989,N,24.27,0.2764,1.332,0.964,23.57,0.0292,APO,235.39,1.70,1.54,2459544.5
54223990,N,23.22,0.3418,1.291,0.850,16.34,0.0453,APO,66.47,1.73,1.47,2460200.5
54224157,N,23.69,0.1457,1.081,0.924,15.82,0.0426,APO,56.22,1.24,1.12,2460200.5
54224159,N,27.70,0.4358,0.9933,0.560,3.26,0.000852,ATE,65.23,1.43,0.99,2460200.5
54224158,N,28.52,0.4098,1.376,0.812,9.02,0.00152,APO,246.70,1.94,1.61,2460200.5
54224160,N,26.27,0.3289,1.301,0.873,7.76,0.0139,APO,68.98,1.73,1.48,2460200.5
54224161,N,21.85,0.6021,0.6803,0.271,39.07,0.0524,ATE,250.63,1.09,0.561,2460200.5
54224162,N,22.53,0.5707,2.518,1.081,17.71,0.101,AMO,64.78,3.95,4,2460200.5
54224163,N,21.52,0.1081,1.321,1.178,22.13,0.213,AMO,249.82,1.46,1.52,2460200.5
54224165,N,27.30,0.5578,2.134,0.943,7.18,0.00264,APO,249.06,3.32,3.12,2460200.5
54224164,N,26.27,0.6137,2.562,0.990,0.47,0.00332,APO,261.54,4.13,4.1,2460200.5
54224167,N,22.44,0.2640,0.9685,0.713,21.09,0.0858,ATE,66.49,1.22,0.953,2460200.5
54224166,N,25.75,0.5731,2.498,1.066,1.39,0.0827,AMO,177.36,3.93,3.95,2460200.5
54224168,N,25.66,0.5313,2.023,0.948,6.62,0.00286,APO,73.88,3.10,2.88,2460200.5
54224414,N,23.84,0.2336,1.538,1.179,2.44,0.199,AMO,176.56,1.90,1.91,2460200.5
54224415,N,25.98,0.1413,1.136,0.976,7.54,0.0517,APO,69.45,1.30,1.21,2460200.5
54224416,N,23.18,0.6155,2.121,0.815,7.06,0.0162,APO,262.26,3.43,3.09,2460200.5
54224417,N,26.16,0.3906,1.515,0.923,2.96,0.00869,APO,63.46,2.11,1.86,2460200.5
54224418,N,28.51,0.1058,1.052,0.941,1.79,0.00233,APO,82.49,1.16,1.08,2460200.5
54224419,N,25.87,0.0354,1.047,1.010,14.95,0.0233,APO,61.73,1.08,1.07,2460200.5
54224420,N,25.05,0.1491,1.1,0.936,9.74,0.0202,APO,65.60,1.26,1.15,2460200.5
54224421,N,24.49,0.3938,0.8993,0.545,21.54,0.0316,ATE,64.54,1.25,0.853,2460200.5
54224422,N,26.68,0.5893,2.048,0.841,1.94,0.00101,APO,250.04,3.26,2.93,2460200.5
54224423,N,24.43,0.4231,1.81,1.044,6.04,0.0552,AMO,236.85,2.58,2.44,2460200.5
54224424,N,24.50,0.5660,1.583,0.687,4.61,0.00512,APO,255.56,2.48,1.99,2459549.5
54224425,N,23.83,0.2541,1.352,1.008,9.37,0.0734,APO,252.33,1.70,1.57,2460200.5
54224426,N,25.04,0.3231,0.9489,0.642,18.26,0.0077,ATE,68.48,1.26,0.924,2460200.5
54224427,N,27.22,0.2177,1.219,0.954,7.68,0.00605,APO,243.45,1.48,1.35,2460200.5
54224428,N,28.00,0.1720,0.9463,0.783,10.86,0.0155,ATE,65.51,1.11,0.92,2460200.5
54224429,N,22.46,0.5784,1.912,0.806,28.62,0.137,APO,58.88,3.02,2.64,2459548.5
54224430,N,25.11,0.3043,1.673,1.164,8.29,0.184,AMO,42.52,2.18,2.16,2459546.5
54224431,N,27.04,0.5113,2.002,0.978,1.71,0.00287,APO,88.64,3.03,2.83,2460200.5
54224432,N,25.99,0.5625,1.9,0.831,2.32,0.0177,APO,46.91,2.97,2.62,2459548.5
54224433,N,26.72,0.2711,1.02,0.744,0.28,0.0022,APO,43.96,1.30,1.03,2460200.5
54224990,N,24.67,0.5423,0.9593,0.439,16.93,0.0324,ATE,66.98,1.48,0.94,2459549.5
54224991,N,26.82,0.3395,1.495,0.987,10.00,0.00681,APO,67.98,2.00,1.83,2460200.5
54224992,N,23.32,0.3178,1.056,0.721,6.27,0.00755,APO,208.43,1.39,1.09,2459545.5
54224993,N,23.93,0.2485,1.459,1.096,23.74,0.23,AMO,256.82,1.82,1.76,2459548.5
54224994,N,22.67,0.4958,1.909,0.962,31.59,0.26,APO,63.42,2.86,2.64,2460200.5
54224995,N,24.13,0.3732,1.175,0.736,14.18,0.0154,APO,62.96,1.61,1.27,2460200.5
54224996,N,27.59,0.4790,1.931,1.006,3.66,0.0206,APO,62.21,2.86,2.68,2460200.5
54224997,N,24.39,0.4947,2.049,1.035,9.60,0.0814,AMO,250.92,3.06,2.93,2460200.5
54224998,N,25.51,0.5854,2.267,0.940,5.80,0.0298,APO,249.31,3.59,3.41,2459547.5
54224999,N,27.34,0.5204,1.756,0.842,4.91,0.00436,APO,60.42,2.67,2.33,2459545.5
54225001,N,27.00,0.8350,2.47,0.407,5.39,0.00601,APO,63.91,4.53,3.88,2459547.5
54225000,N,26.15,0.6021,2.057,0.818,2.49,0.0211,APO,43.29,3.29,2.95,2459547.5
54225002,N,26.70,0.3822,1.627,1.005,8.06,0.0428,APO,249.12,2.25,2.07,2459546.5
54225003,N,26.51,0.4877,1.755,0.899,4.36,0.00727,APO,52.79,2.61,2.32,2459546.5
54225005,N,28.61,0.4233,1.057,0.610,0.23,0.000812,APO,58.44,1.50,1.09,2460200.5
54225004,N,25.55,0.1067,0.9896,0.884,8.88,0.0431,ATE,243.01,1.10,0.984,2460200.5
54225006,N,25.18,0.2510,0.8876,0.665,21.43,0.000913,ATE,62.18,1.11,0.836,2460200.5
54225007,N,29.42,0.4510,1.461,0.802,0.85,0.00102,APO,73.54,2.12,1.77,2460200.5
54225008,N,26.56,0.2945,1.325,0.935,25.89,0.0186,APO,246.42,1.72,1.53,2459548.5
54225009,N,25.90,0.3015,0.8792,0.614,4.68,0.00648,ATE,237.80,1.14,0.824,2460200.5
54225010,N,26.11,0.2465,1.32,0.994,7.62,0.0233,APO,76.77,1.64,1.52,2460200.5
54225012,N,24.03,0.0917,1.08,0.981,25.65,0.000596,APO,230.11,1.18,1.12,2460200.5
54225013,N,21.37,0.5752,2.228,0.946,19.59,0.0964,APO,224.84,3.51,3.33,2460200.5
54225014,N,23.80,0.2919,1.355,0.959,8.26,0.0564,APO,90.91,1.75,1.58,2459544.5
54225015,N,19.64,0.5769,1.831,0.775,33.19,0.192,APO,219.36,2.89,2.48,2460200.5
54225016,N,23.81,0.5288,2.274,1.072,25.66,0.17,AMO,69.34,3.48,3.43,2459547.5
54225487,N,25.20,0.3011,0.9242,0.646,8.03,0.0934,ATE,55.60,1.20,0.888,2460200.5
54225488,N,26.96,0.4152,1.653,0.967,6.38,0.00996,APO,75.67,2.34,2.13,2460200.5
54225489,N,20.50,0.5141,2.199,1.068,7.86,0.123,AMO,40.56,3.33,3.26,2460200.5
54225490,N,21.20,0.6106,1.378,0.537,7.09,0.108,APO,34.65,2.22,1.62,2460200.5
54225491,N,24.76,0.4100,1.692,0.999,4.37,0.0441,APO,262.11,2.39,2.2,2459549.5
54225493,N,25.56,0.2850,1.514,1.083,15.52,0.117,AMO,56.83,1.95,1.86,2459547.5
54225492,N,23.69,0.2617,1.383,1.021,27.08,0.0731,AMO,250.22,1.75,1.63,2459549.5
54225494,N,28.25,0.6085,2.064,0.808,3.53,0.00585,APO,244.17,3.32,2.96,2459548.5
